Name,Latitude,longitude
Cambridge,52.2000007629395,0.116700001060963
Split,43.5139007568359,16.4557991027832
Stony Brook,40.9222984313965,-72.6371002197266
Central District,22.2833003997803,114.150001525879
Glasgow,55.8333015441895,-4.25
Mountain View,37.3973999023438,-122.073196411133
Paris,48.86669921875,2.33330011367798
Moss Landing,36.8468017578125,-121.775802612305
La Jolla,32.8806991577148,-117.235900878906
Shanghai,31.0049991607666,121.408599853516
Boston,42.342399597168,-71.0877990722656
Seattle,47.432300567627,-121.803398132324
Brno,49.2000007629395,16.63330078125
Mill Hall,41.1440010070801,-77.5231018066406
Denver,39.7436981201172,-104.979301452637
Cambridge,42.3646011352539,-71.1027984619141
Rishpon,32.2030982971191,34.8227996826172
Ede,52.0332984924316,5.66669988632202
,27,30
Bologna,44.4832992553711,11.3332996368408
Mumbai,18.9750003814697,72.825798034668
Pinckney,42.4580993652344,-83.9468002319336
Singapore,1.2930999994278,103.855796813965
Dublin,53.3330993652344,-6.24889993667603
Tel Aviv,32.0666999816895,34.7667007446289
Saint Petersburg,59.894401550293,30.2642002105713
Corvallis,44.5642013549805,-123.278999328613
Pemberton,39.9575996398926,-74.6644973754883
Nampa,43.4944000244141,-116.617897033691
Sutton,51.5499992370605,0.71670001745224
,38,-97
Pittsburgh,40.4455986022949,-79.9794006347656
Union City,37.5962982177734,-122.065696716309
Ivry-sur-seine,48.8166999816895,2.38330006599426
Vigo,42.2332992553711,-8.71669960021973
Brisbane,-27.5,153.016693115234
Peschiera,45.4333000183105,9.33329963684082
Bronx,40.8498992919922,-73.8768997192383
Munich,48.1500015258789,11.5832996368408
Camerino,43.13330078125,13.0666999816895
Richland,46.3282012939453,-119.322196960449
Manchester,53.5,-2.21670007705688
London,51.5001983642578,-0.126200005412102
Santa Clara,37.3648986816406,-121.966003417969
Viroflay,48.7999992370605,2.16669988632202
Haifa,32.815601348877,34.989200592041
London,51.5001983642578,-0.126200005412102
Berkeley,37.878101348877,-122.271003723145
Cambridge,42.3800010681152,-71.1328964233398
Montreal,45.5,-73.5832977294922
Manchester,53.5,-2.21670007705688
Mont-saint-aignan,49.4667015075684,1.08329999446869
San Francisco,37.7630996704102,-122.458602905273
Haifa,32.815601348877,34.989200592041
State College,40.7911987304688,-77.8746032714844
Vienna,48.2000007629395,16.36669921875
Montreal,45.5,-73.5832977294922
Vilnius,54.6833000183105,25.3166999816895
Nucice,50.0167007446289,14.2333002090454
Mcdonough,33.464599609375,-84.1128997802734
London,51.5001983642578,-0.126200005412102
Beijing,39.9289016723633,116.388298034668
Amsterdam,52.3499984741211,4.91669988632202
La Plata,-34.9314002990723,-57.9488983154297
Riyadh,24.6408004760742,46.7728004455566
Gent,51.0499992370605,3.71670007705688
Chicago,41.7803993225098,-87.6026992797852
Toronto,43.6666984558105,-79.4167022705078
Manchester,53.5,-2.21670007705688
Vitoria,42.8499984741211,-2.66669988632202
Cambridge,52.2000007629395,0.116700001060963
Szczecin,53.4166984558105,14.5832996368408
Shiki,35.8333015441895,139.583297729492
Barcelona,41.38330078125,2.18330001831055
Berlin,52.5167007446289,13.3999996185303
Blacksburg,37.2668991088867,-80.432502746582
Lausanne,46.5332984924316,6.66669988632202
Seattle,47.6738014221191,-122.341903686523
Ottawa,45.4166984558105,-75.6999969482422
Tampere,61.5,23.75
Birmingham,33.5054016113281,-86.798698425293
Budapest,47.5,19.0832996368408
Dundee,56.5,-2.96670007705688
Trenton,40.2000999450684,-74.6967010498047
Fuquay Varina,35.5446014404297,-78.8309020996094
Oslo,59.9166984558105,10.75
Kilcock,53.4021987915039,-6.67080020904541
Austin,30.2961006164551,-97.7369003295898
Paris,48.86669921875,2.33330011367798
Seattle,47.6605987548828,-122.291900634766
Oeiras,38.6833000183105,-9.31669998168945
University Park,40.8077011108398,-77.8615036010742
Provo,40.3563003540039,-111.732498168945
London,51.5001983642578,-0.126200005412102
Manchester,53.5,-2.21670007705688
Miami,25.5676002502441,-80.342399597168
Poznan,52.4166984558105,16.9666996002197
Corvallis,44.6390991210938,-123.271003723145
Emden,53.36669921875,7.21670007705688
Nijmegen,51.8333015441895,5.86670017242432
Singapore,1.2930999994278,103.855796813965
Victoria,48.4333000183105,-123.349998474121
Cambridge,52.2000007629395,0.116700001060963
Zagreb,45.7999992370605,16
Beijing,39.9289016723633,116.388298034668
Manchester,53.5,-2.21670007705688
Rochester,44.030101776123,-92.4621963500977
Houston,29.7078990936279,-95.4010009765625
Allston,42.3596000671387,-71.1287002563477
Tel Aviv,32.0666999816895,34.7667007446289
East Brunswick,40.4292984008789,-74.4203033447266
Cambridge,52.2000007629395,0.116700001060963
Maastricht,50.8499984741211,5.68330001831055
Didcot,51.5999984741211,-1.25
Göteborg,57.7167015075684,11.9666996002197
Rome,41.9000015258789,12.4833002090454
Pascani,47.25,26.7332992553711
Singapore,1.2930999994278,103.855796813965
Evanston,42.0586013793945,-87.6845016479492
Brookline,42.3325996398926,-71.1281967163086
Edmonton,53.5499992370605,-113.5
Iowa City,41.6640014648438,-91.5447006225586
Piscataway,40.5514984130859,-74.4636993408203
Vancouver,49.25,-123.13330078125
Cold Spring Harbor,40.8597984313965,-73.4527969360352
Uniontown,39.8936996459961,-79.7491989135742
Boston,42.3424987792969,-71.0677032470703
Schaffhausen,47.7000007629395,8.63329982757568
Columbia,38.9033012390137,-92.1022033691406
Nara,34.6833000183105,135.833297729492
Milltown,40.4483985900879,-74.4430999755859
Oegstgeest,52.1833000183105,4.46670007705688
Singapore,1.2930999994278,103.855796813965
Vienna,48.2000007629395,16.36669921875
Bangalore,12.9833002090454,77.5832977294922
Seattle,47.595100402832,-122.33260345459
Singapore,1.2930999994278,103.855796813965
Rockville,39.0806999206543,-77.1302032470703
Vancouver,49.25,-123.13330078125
Dungannon,54.5167007446289,-6.75
Sarcelles,49,2.38330006599426
New Orleans,29.9680004119873,-90.029296875
Royal Oak,42.4894981384277,-83.1418991088867
Worcester,42.3647994995117,-71.8968963623047
Washington,38.9375991821289,-77.0927963256836
Fairfield,53.2667007446289,-1.89999997615814
East Brunswick,40.4292984008789,-74.4203033447266
Louvain,50.88330078125,4.69999980926514
Madrid,40.4000015258789,-3.68330001831055
Berlin,52.5167007446289,13.3999996185303
Windsor,41.8647994995117,-72.6819000244141
Manchester,53.5,-2.21670007705688
Astoria,40.7689018249512,-73.9192962646484
Toronto,43.6666984558105,-79.4167022705078
Rockville,39.0806999206543,-77.1302032470703
Rishon Le Zion,31.9641990661621,34.8044013977051
Aurora,39.7467002868652,-104.838401794434
Gaithersburg,39.1147994995117,-77.2462005615234
Vancouver,49.25,-123.13330078125
Pittsburgh,40.4309997558594,-79.9226989746094
Arvada,39.8320999145508,-105.125198364258
Tokyo,35.685001373291,139.751403808594
,37,127.5
London,51.5001983642578,-0.126200005412102
Taipei,25.0391998291016,121.525001525879
Heidelberg,49.4166984558105,8.69999980926514
Latrobe,-41.2332992553711,146.416702270508
Changsha,28.17919921875,113.11360168457
Nijmegen,51.8333015441895,5.86670017242432
Seattle,47.6636009216309,-122.380401611328
London,51.5001983642578,-0.126200005412102
Petaling Jaya,3.08330011367798,101.650001525879
San Lorenzo,37.6811981201172,-122.134498596191
Livermore,37.5037994384766,-121.525299072266
,37,127.5
Gainesville,29.6693992614746,-82.3572006225586
Ficarazzi,38.0833015441895,13.4666996002197
Cambridge,52.2000007629395,0.116700001060963
Wageningen,51.9667015075684,5.66669988632202
,37,127.5
Oklahoma City,35.5150985717773,-97.5740966796875
San Francisco,37.7644996643066,-122.429397583008
Mumbai,18.9750003814697,72.825798034668
Ramat Gan,32.0806007385254,34.8142013549805
Coquitlam,49.2667007446289,-122.783302307129
Dundee,56.5,-2.96670007705688
Kansas City,39.1024017333984,-94.5502014160156
Providence,41.8266983032227,-71.3976974487305
Dudley,52.5,-2.08330011367798
San Francisco,37.7630996704102,-122.458602905273
Durham,54.7667007446289,-1.56669998168945
Richland,46.3282012939453,-119.322196960449
Mannheim,49.4883003234863,8.46469974517822
Taipei,25.0391998291016,121.525001525879
Bristol,51.4500007629395,-2.58330011367798
Oxford,51.75,-1.25
Port-of-spain,10.6499996185303,-61.5167007446289
Seoul,37.5663986206055,126.999702453613
Philadelphia,39.9597015380859,-75.1968002319336
Nijmegen,51.8333015441895,5.86670017242432
Saint Louis,38.665699005127,-90.3230972290039
Brookline,42.3431015014648,-71.1230010986328
Toronto,43.6666984558105,-79.4167022705078
Taipei,25.0391998291016,121.525001525879
Union City,37.5962982177734,-122.065696716309
Gainesville,29.5730991363525,-82.407600402832
Rancho Cordova,38.5881996154785,-121.222198486328
Boca Raton,26.381799697876,-80.1045989990234
Houston,29.7078990936279,-95.4010009765625
New York,40.8115997314453,-73.9530029296875
Taipei,25.0391998291016,121.525001525879
Milan,45.4667015075684,9.19999980926514
Qiryat Atta,32.8005981445312,35.1063995361328
Princeton,40.3755989074707,-74.6596984863281
Tucson,32.2369003295898,-110.955902099609
Boston,42.3474006652832,-71.0828018188477
Lod,31.9514007568359,34.8953018188477
Auckland,-36.86669921875,174.766693115234
Slough,51.5,-0.583299994468689
Indianapolis,39.8061981201172,-86.1407012939453
Chapel Hill,36.0525016784668,-79.1076965332031
Warsaw,52.25,21
Magdeburg,52.1666984558105,11.6667003631592
Riyadh,24.6408004760742,46.7728004455566
Elmhurst,40.7354011535645,-73.878303527832
Lowell,42.6559982299805,-71.3049011230469
Dublin,53.3330993652344,-6.24889993667603
Cambridge,42.3740997314453,-71.1072006225586
Chicago,41.9728012084961,-87.6615982055664
Reading,51.4333000183105,-1
Singapore,1.2930999994278,103.855796813965
Pune,18.5333003997803,73.86669921875
San Jose,37.307300567627,-121.856796264648
Capelle,51.9333000183105,4.58330011367798
Valencia,39.4667015075684,-0.366699993610382
Seattle,47.432300567627,-121.803398132324
Oakley,37.9942016601562,-121.688697814941
Silverdale,47.6972999572754,-122.719596862793
Seoul,37.5663986206055,126.999702453613
Copenhagen,55.6666984558105,12.5832996368408
Cluj-napoca,46.7667007446289,23.6000003814697
Nantes,47.2167015075684,-1.54999995231628
Indore,22.7166996002197,75.8332977294922
Tübingen,48.5332984924316,9.05000019073486
Atlanta,33.7453002929688,-84.3828964233398
Beijing,39.9289016723633,116.388298034668
Cambridge,52.2000007629395,0.116700001060963
La Jolla,33.0168991088867,-116.846000671387
Matlock,53.13330078125,-1.5333000421524
Toronto,43.6666984558105,-79.4167022705078
Hyde Park,42.2532997131348,-71.1293029785156
Freiburg,48,7.84999990463257
Staten Island,40.586498260498,-74.1496963500977
Coralville,41.6945991516113,-91.5953979492188
West Lafayette,40.4249000549316,-86.9161987304688
Toronto,43.6666984558105,-79.4167022705078
Zagreb,45.7999992370605,16
Cambridge,42.3931007385254,-71.1344985961914
Canonsburg,40.2713012695312,-80.1701965332031
Leicester,52.63330078125,-1.13329994678497
Davis,38.4828987121582,-121.639801025391
Montreal,45.5,-73.5832977294922
Hayward,37.6502990722656,-122.072998046875
Berkeley,37.8671989440918,-122.256797790527
Le Mée-sur-seine,48.5332984924316,2.63330006599426
Hayward,37.6502990722656,-122.072998046875
Warsaw,52.25,21
Urbana,40.1095008850098,-88.2123031616211
Cape Town,-33.9166984558105,18.4167003631592
Brisbane,-27.5,153.016693115234
Gaithersburg,39.1637992858887,-77.1834030151367
Cambridge,42.3740997314453,-71.1072006225586
London,51.5001983642578,-0.126200005412102
Beijing,39.9289016723633,116.388298034668
York,53.9667015075684,-1.08329999446869
Bloomington,39.0835990905762,-86.4320983886719
Westlake,41.4445991516113,-81.9219970703125
Milan,45.4667015075684,9.19999980926514
Princeton,40.3755989074707,-74.6596984863281
Pasadena,34.1738014221191,-118.170196533203
Tulsa,36.0616989135742,-95.9441986083984
Rochester,44.030101776123,-92.4621963500977
Ghaziabad,28.6667003631592,77.4332962036133
Liverpool,53.4166984558105,-3
Menlo Park,37.4589996337891,-122.178100585938
Cupar,56.3166999816895,-3.01670002937317
Cambridge,52.2000007629395,0.116700001060963
Dolgoprudnyy,55.9296989440918,37.5133018493652
Bozeman,45.711498260498,-111.056297302246
Walcourt,50.25,4.41669988632202
Manchester,53.5,-2.21670007705688
Atherstone,52.5666999816895,-1.54999995231628
Trondheim,63.4166984558105,10.4167003631592
Winston Salem,36.0275001525879,-80.2072982788086
Nairobi,-1.2833000421524,36.8166999816895
Saint Louis,38.665699005127,-90.3230972290039
Toronto,43.6666984558105,-79.4167022705078
Barcelona,41.38330078125,2.18330001831055
Blaubeuren,48.4000015258789,9.78330039978027
Warabi,35.8264007568359,139.704406738281
New York,40.7761993408203,-73.9548034667969
Albany,44.6306991577148,-123.068702697754
Oslo,59.9166984558105,10.75
Rome,41.9000015258789,12.4833002090454
Hyattsville,38.9598999023438,-76.9269027709961
Ghent,51.0499992370605,3.71670007705688
Tübingen,48.5332984924316,9.05000019073486
San Francisco,37.7630996704102,-122.458602905273
Baker,30.5841007232666,-91.1297988891602
Cambridge,52.2000007629395,0.116700001060963
Cambridge,52.2000007629395,0.116700001060963
Philadelphia,39.9967994689941,-75.1484985351562
Brisbane,-27.5,153.016693115234
Chongqing,29.5627994537354,106.552803039551
Durham,54.7667007446289,-1.56669998168945
Urbana,40.1147994995117,-88.1837005615234
Worcester,42.2466011047363,-71.8436965942383
Madras,13.0832996368408,80.2833023071289
Westerville,40.1697006225586,-82.9229965209961
Tucson,32.2369003295898,-110.955902099609
Berkeley,37.8667984008789,-122.253601074219
Berkeley,37.8667984008789,-122.253601074219
Beijing,39.9289016723633,116.388298034668
Durham,54.7667007446289,-1.56669998168945
Saint Paul,44.9486999511719,-93.1001968383789
Egham,51.4166984558105,-0.566699981689453
New Delhi,28.6000003814697,77.1999969482422
London,51.5001983642578,-0.126200005412102
Madison,43.0713996887207,-89.3932037353516
Guangzhou,23.11669921875,113.25
Bronx,40.8767013549805,-73.9056015014648
Helsinki,60.1755981445312,24.9342002868652
Faro,37.0167007446289,-7.93330001831055
Gainesville,29.6693992614746,-82.3572006225586
Paris,48.86669921875,2.33330011367798
Chapel Hill,36.0525016784668,-79.1076965332031
Riyadh,24.6408004760742,46.7728004455566
Santa Rosa,38.4578018188477,-122.685302734375
Gentilly,48.8166999816895,2.33330011367798
Ames,42.0657005310059,-93.6928024291992
Uppsala,59.8499984741211,17.63330078125
Montpellier,43.5999984741211,3.88330006599426
Victoria,48.4333000183105,-123.349998474121
Jena,50.9333000183105,11.5832996368408
Singapore,1.2930999994278,103.855796813965
Shanghai,31.0049991607666,121.408599853516
Santander,43.4646987915039,-3.8043999671936
London,51.5001983642578,-0.126200005412102
Castelnau-le-lez,43.63330078125,3.90000009536743
Gainesville,29.6693992614746,-82.3572006225586
Sollentuna,59.4667015075684,17.8999996185303
Oxford,51.75,-1.25
Stoke-on-trent,53,-2.18330001831055
Basingstoke,51.2667007446289,-1.08329999446869
Kansas City,39.1024017333984,-94.5502014160156
Espoo,60.2167015075684,24.6667003631592
Barcelona,41.38330078125,2.18330001831055
San Carlos,37.4980010986328,-122.267196655273
San Francisco,37.7484016418457,-122.415603637695
Dallas,32.8325996398926,-96.8467025756836
Ljubljana,46.0553016662598,14.5143995285034
Cupertino,37.30419921875,-122.094596862793
Newcastle Upon Tyne,54.9880981445312,-1.61940002441406
Riverwood,-33.9500007629395,151.050003051758
Littleton,39.5592994689941,-105.005599975586
Maków,51.9500007629395,20.0666999816895
Vancouver,49.25,-123.13330078125
Lausanne,46.5332984924316,6.66669988632202
Roscoff,48.7332992553711,-3.98329997062683
Sofia,42.6833000183105,23.3166999816895
Lleida,41.61669921875,0.633300006389618
Den Haag,52.0833015441895,4.30000019073486
Melbourne,-37.8166999816895,144.966705322266
Cambridge,52.2000007629395,0.116700001060963
Padborg,54.8166999816895,9.36670017242432
,38,-97
Tacoma,47.2165985107422,-122.451499938965
New York,40.769401550293,-73.9608993530273
Nottingham,52.9667015075684,-1.16670000553131
Albuquerque,35.1025009155273,-106.611701965332
Guangzhou,23.11669921875,113.25
Seattle,47.595100402832,-122.33260345459
Pennington,40.3338012695312,-74.790901184082
Ílhavo,40.5999984741211,-8.66670036315918
Brussels,50.8333015441895,4.33330011367798
Singapore,1.2930999994278,103.855796813965
Granada,37.1833000183105,-3.59999990463257
Budapest,47.5,19.0832996368408
Greenfield,39.814998626709,-85.7835006713867
Pembroke,37.3302001953125,-80.6043014526367
Sauvain,45.6666984558105,3.90000009536743
Maastricht,50.8499984741211,5.68330001831055
Edinburgh,55.9500007629395,-3.20000004768372
Los Angeles,34.0415992736816,-118.298797607422
Edinburgh,55.9500007629395,-3.20000004768372
Seoul,37.5663986206055,126.999702453613
Hanover,52.36669921875,9.71669960021973
Philadelphia,39.9597015380859,-75.1968002319336
Philadelphia,39.9967994689941,-75.1484985351562
Changchun,43.8800010681152,125.322799682617
London,51.5001983642578,-0.126200005412102
Toronto,43.6666984558105,-79.4167022705078
Paris,48.86669921875,2.33330011367798
Saint Louis,43.38330078125,4.80000019073486
Veronella,45.3166999816895,11.3166999816895
Haifa,32.815601348877,34.989200592041
Wageningen,51.9667015075684,5.66669988632202
Rennes,48.0833015441895,-1.68330001831055
Trondheim,63.4166984558105,10.4167003631592
Paris,48.86669921875,2.33330011367798
Boston,42.3424987792969,-71.0677032470703
Memphis,35.2016983032227,-89.9714965820312
Epalinges,46.5499992370605,6.66669988632202
Providence,41.8378982543945,-71.3932037353516
Mayfield,51,0.25
Aylesbury,51.8166999816895,-0.800000011920929
Bloomington,39.1679000854492,-86.5168991088867
Houston,29.7754993438721,-95.4151992797852
Dubravica,45.9500007629395,15.7333002090454
Bar Harbor,44.3760986328125,-68.2757034301758
Manchester,53.5,-2.21670007705688
Basel,47.5666999816895,7.59999990463257
Barcelona,41.38330078125,2.18330001831055
Salt Lake City,40.7854995727539,-111.736701965332
University Park,40.8077011108398,-77.8615036010742
Philadelphia,39.9597015380859,-75.1968002319336
Ipswich,42.6824989318848,-70.8470001220703
Campinas,-22.8999996185303,-47.0833015441895
University Park,40.8077011108398,-77.8615036010742
Wuhan,30.5832996368408,114.266700744629
Guangzhou,23.11669921875,113.25
La Jolla,32.8806991577148,-117.235900878906
Shanghai,31.0049991607666,121.408599853516
Wuhan,30.5832996368408,114.266700744629
Oklahoma City,35.4715003967285,-97.5189971923828
Rochester,43.1299018859863,-77.6082000732422
Davis,38.4828987121582,-121.639801025391
Pordenone,45.9639015197754,12.6575002670288
Boston,42.3424987792969,-71.0677032470703
Boston,42.342399597168,-71.0877990722656
Davis,38.4828987121582,-121.639801025391
Buenos Aires,-34.5875015258789,-58.6725006103516
Johannesburg,-26.2000007629395,28.0832996368408
East Lansing,42.7282981872559,-84.4881973266602
Rome,41.9000015258789,12.4833002090454
Fafe,41.4500007629395,-8.16670036315918
Sobótka,50.9000015258789,16.75
